FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Amelia McCarthy,Ireland,female,28,Single,Employee,Accommodation and food service activities (I),Honours bachelor degree/professional qualification or both,Accounting and taxation,Kerry
Michael O'Brien,Ireland,male,36,Married (first marriage),Employer or own account worker,Manufacturing (C),Honours bachelor degree/professional qualification or both,Education and teacher training,Cork City
Kacper O'Brien,Ireland,male,71,Married (first marriage),Retired,Industry not stated,Ordinary bachelor degree/professional qualification or both,Crop and livestock production,Dun Laoghaire-Rathdown
Lily O'Kelly,Ireland,female,23,Single,Employee,Transportation and storage (H),Upper secondary,Education and teacher training,Wexford
Georgia O'Neill,Ireland,female,21,Single,Employee,Other service activities (S),Upper secondary,Nursing and caring,Louth
Jack McCarthy,Ireland,male,44,Married (first marriage),Employer or own account worker,Manufacturing (C),Ordinary bachelor degree/professional qualification or both,Other agriculture and veterinary,Louth
Jack O'Brien,Ireland,male,55,Single,Looking after home/family,Public administration and defence; compulsory social security (O),Primary,Other engineering/manufacturing and construction,Waterford County
Mary O'Neill,Ireland,female,35,Married (first marriage),Employee,Accommodation and food service activities (I),Upper secondary,Engineering and engineering trades (broad programmes),Cork County
Christopher O'Brien,Ireland,male,48,Married (first marriage),Employee,Construction (F),Honours bachelor degree/professional qualification or both,Building and civil engineering,Donegal
James O'Neill,Ireland,male,34,Single,Employee,Construction (F),Postgraduate diploma or degree,Mechanics and metalwork,Galway County
Brooke O'Neill,Ireland,female,77,Married (first marriage),Looking after home/family,Accommodation and food service activities (I),Lower secondary,Management and administration,Dublin City
Victoria Quinn,Ireland,female,23,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Computer science,Dun Laoghaire-Rathdown
Tyler Quinn,Ireland,male,58,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Architecture and town planning,Westmeath
Isabella Kelly,Ireland,female,76,Widowed,Looking after home/family,Human health and social work activities (Q),Postgraduate diploma or degree,Education and teacher training,Dublin City
Kayla O'Brien,Ireland,female,29,Single,Looking after home/family,Public administration and defence; compulsory social security (O),Postgraduate diploma or degree,Physical sciences (physics/chemistry/earth science),Cork County
Joseph O'Brien,Ireland,male,46,Divorced,Looking after home/family,Construction (F),Upper secondary,Law,Kildare
Grainne O'Reilly,Ireland,female,36,Single,Employer or own account worker,Transportation and storage (H),Advanced certificate/completed apprenticeship,Mechanics and metalwork,Limerick County
Leon Murphy,Ireland,male,46,Married (first marriage),Employer or own account worker,Professional/scientific and technical activities (M),Higher certificate,Mechanics and metalwork,Waterford County
Sean Kennedy,Ireland,male,46,Married (first marriage),Unable to work due to permanent sickness or disability,Public administration and defence; compulsory social security (O),Primary,Other social sciences/business and law subjects,Sligo
Kayla O'Quinn,Ireland,female,62,Married (first marriage),Employee,Other service activities (S),Upper secondary,Other subjects,Wicklow
Ethan Doyle,Ireland,male,27,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other agriculture and veterinary,Fingal
Ethan O'Sullivan,Ireland,male,24,Single,Employee,Professional/scientific and technical activities (M),Technical/vocational,Computer science,Dublin City
Saoirse O'Kelly,Ireland,female,30,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Accounting and taxation,Mayo
Killian Byrne,Ireland,male,33,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Accounting and taxation,Cork County
Scott Walsh,Ireland,male,63,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Education and teacher training,South Tipperary
Kate O'Brien,Ireland,female,32,Married (first marriage),Employee,Human health and social work activities (Q),Technical/vocational,Other humanities,Kerry
Grace O'Sullivan,Ireland,female,35,Married (first marriage),Employee,Administrative and support service activities (N),Ordinary bachelor degree/professional qualification or both,Other health and welfare,South Tipperary
Emma O'Brien,Ireland,female,33,Married (first marriage),Employee,Activities of households as employers producing activities of households for own use (T),Technical/vocational,Foreign languages,Clare
Clodagh McCarthy,Ireland,female,23,Single,Unemployed having lost or given up previous job,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Business and administration (broad programmes),Dublin City
Marie Bernard,France,female,18,Single,Student or pupil,Construction (F),Upper secondary,Business and administration (broad programmes),Cork County
Ricsi Balko,Hungary,male,36,Married (first marriage),Employer or own account worker,Manufacturing (C),Postgraduate diploma or degree,Physical sciences (physics/chemistry/earth science),Roscommon
Patrick O'Neill,Ireland,male,29,Single,Student or pupil,Information and communication (J),Postgraduate diploma or degree,Education and teacher training,Kildare
Joshua Kennedy,Ireland,male,28,Single,Employee,Construction (F),Lower secondary,Management and administration,Dun Laoghaire-Rathdown
Sophie O'Brien,Ireland,female,36,Married (first marriage),Employee,Transportation and storage (H),Honours bachelor degree/professional qualification or both,Marketing and advertising,Waterford City
Jessica O'Brien,Ireland,female,38,Single,Employee,Construction (F),Upper secondary,Management and administration,Dublin City
Billy Murray,Ireland,male,23,Single,Employee,Manufacturing (C),Upper secondary,Building and civil engineering,Offaly
Mason O'Reilly,Ireland,male,20,Single,Retired,Industry not stated,Upper secondary,Other engineering/manufacturing and construction,Cork County
Tristan Quinn,Ireland,male,30,Single,Unemployed having lost or given up previous job,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Hotel/restaurant and catering,Wexford
Hannah O'Sullivan,Ireland,female,26,Single,Employer or own account worker,Education (P),Postgraduate diploma or degree,Physical sciences (physics/chemistry/earth science),Cork City
Hollie O'Sullivan,Ireland,female,65,Married (first marriage),Retired,Industry not stated,Lower secondary,Other social sciences/business and law subjects,Dun Laoghaire-Rathdown
Megan O'Sullivan,Ireland,female,48,Married (first marriage),Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Advanced certificate/completed apprenticeship,Accounting and taxation,Clare
Tadhg Murphy,Ireland,male,17,Single,Student or pupil,Accommodation and food service activities (I),Upper secondary,Other social sciences/business and law subjects,Dublin City
Apsara Chavan,India,female,35,Married (first marriage),Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Accounting and taxation,Cork City
Eoghan O'Brien,Ireland,male,18,Single,Employee,Accommodation and food service activities (I),Lower secondary,Building and civil engineering,Kildare
Patrick O'Sullivan,Ireland,male,24,Single,Employee,Transportation and storage (H),Advanced certificate/completed apprenticeship,Physical sciences (physics/chemistry/earth science),Waterford County
Eve O'Sullivan,Ireland,female,43,Married (first marriage),Employee,Arts/entertainment and recreation (R),Advanced certificate/completed apprenticeship,Hotel/restaurant and catering,Waterford County
Aine O'Kelly,Ireland,female,47,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Hotel/restaurant and catering,Louth
Remigijus Vasiliauskas,Lithuania,male,81,Married (first marriage),Retired,Industry not stated,Primary,Hotel/restaurant and catering,Wicklow
Ryan O'Reilly,Ireland,male,22,Single,Employee,Financial and insurance activities (K),Lower secondary,Engineering and engineering trades (broad programmes),Fingal
Tomas Ryan,Ireland,male,16,Single,Student or pupil,Education (P),Lower secondary,Mother tongue,Galway County
Sara O'Ryan,Ireland,female,77,Married (first marriage),Looking after home/family,Manufacturing (C),Upper secondary,History and archaeology,Meath
Leon O'Ryan,Ireland,male,69,Married (first marriage),Looking after home/family,Information and communication (J),Lower secondary,Accounting and taxation,Waterford County
Daniel O'Connor,Ireland,male,76,Widowed,Employer or own account worker,Information and communication (J),Technical/vocational,Other arts,Wicklow
Mia O'Neill,Ireland,female,36,Married (first marriage),Employee,Human health and social work activities (Q),Primary,Business and administration (broad programmes),Wexford
Abby O'Kelly,Ireland,female,44,Single,Employer or own account worker,Human health and social work activities (Q),Upper secondary,Nursing and caring,Dublin City
Kate O'Reilly,Ireland,female,36,Single,Employee,Arts/entertainment and recreation (R),Doctorate (Ph.D),Other humanities,Cork County
Ruby O'Brien,Ireland,female,73,Married (first marriage),Looking after home/family,Accommodation and food service activities (I),Primary,Other agriculture and veterinary,Cork County
Amelia Quinn,Ireland,female,36,Married (first marriage),Unemployed having lost or given up previous job,Professional/scientific and technical activities (M),Lower secondary,Education and teacher training,Cork County
Sam O'Quinn,Ireland,male,21,Single,Unemployed looking for first regular job,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Electricity and energy,Roscommon
Liam Murphy,Ireland,male,52,Married (first marriage),Employee,Education (P),Lower secondary,Other engineering/manufacturing and construction,Meath
Oisin Lynch,Ireland,male,48,Married (first marriage),Unable to work due to permanent sickness or disability,Transportation and storage (H),Technical/vocational,Accounting and taxation,Wicklow
Ella Murphy,Ireland,female,68,Married (first marriage),Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Education and teacher training,Meath
Matthew O'Reilly,Ireland,male,53,Married (first marriage),Employee,Construction (F),Upper secondary,Hotel/restaurant and catering,Cork County
Emily Murphy,Ireland,female,37,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Nursing and caring,South Tipperary
Brendan O'Ryan,Ireland,male,27,Single,Employee,Agriculture/forestry and fishing (A),Technical/vocational,Economics,Offaly
Richard Doherty,Ireland,male,15,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Business and administration (broad programmes),Dublin City
Nerea Hernandez,Spain,female,51,Divorced,Looking after home/family,Human health and social work activities (Q),Lower secondary,Economics,Wicklow
Abigail O'Reilly,Ireland,female,50,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Lower secondary,Business and administration (broad programmes),Donegal
peter Marquez,Philippines,male,82,Single,Retired,Industry not stated,Primary,Other engineering/manufacturing and construction,Donegal
James O'Brien,Ireland,male,45,Single,Employee,Education (P),Upper secondary,Motor vehicles/ships and aircraft,Limerick County
Emilia O'Ryan,Ireland,female,19,Single,Student or pupil,Human health and social work activities (Q),Technical/vocational,Biology and biochemistry,Offaly
Mary Murphy,Ireland,female,67,Married (first marriage),Retired,Industry not stated,Primary,Other humanities,Mayo
Charlie Murphy,Ireland,male,58,Married (first marriage),Employer or own account worker,Agriculture/forestry and fishing (A),Postgraduate diploma or degree,Crop and livestock production,Roscommon
Erin O'Sullivan,Ireland,female,58,Married (first marriage),Employee,Education (P),Primary,Computer use,Galway County
Laura Murphy,Ireland,female,62,Married (first marriage),Retired,Industry not stated,Primary,Nursing and caring,Wexford
James Murray,Ireland,male,20,Single,Student or pupil,Transportation and storage (H),Honours bachelor degree/professional qualification or both,Marketing and advertising,Westmeath
Denis Gallagher,Ireland,male,19,Single,Student or pupil,Professional/scientific and technical activities (M),Technical/vocational,Other social sciences/business and law subjects,Louth
Lena O'Gallagher,Ireland,female,41,Married (first marriage),Employee,Manufacturing (C),Technical/vocational,Nursing and caring,Galway County
Jamie O'Neill,Ireland,male,74,Married (first marriage),Retired,Industry not stated,Primary,Other health and welfare,Kerry
Darragh O'Brien,Ireland,male,67,Married (first marriage),Retired,Industry not stated,Primary,Air transportation,Kilkenny
Lucy O'Brien,Ireland,female,47,Married (first marriage),Employee,Human health and social work activities (Q),Primary,Hotel/restaurant and catering,North Tipperary
Mark O'Sullivan,Ireland,male,35,Married (first marriage),Looking after home/family,Information and communication (J),Lower secondary,Other engineering/manufacturing and construction,Dublin City
Annebells Thong,Malaysia,female,44,Single,Employee,Accommodation and food service activities (I),Higher certificate,Business and administration (broad programmes),Wexford
Senan O'Sullivan,Ireland,male,24,Single,Employee,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Hair and beauty services,Dublin City
Sean Lynch,Ireland,male,41,Re-married (following dissolution of previous marriage),Employer or own account worker,Manufacturing (C),Upper secondary,Physical sciences (physics/chemistry/earth science),North Tipperary
Eve O'Reilly,Ireland,female,60,Separated (including deserted),Employee,Professional/scientific and technical activities (M),Primary,Other health and welfare,Sligo
Amelia O'Byrne,Ireland,female,81,Single,Retired,Industry not stated,Primary,Business and administration (broad programmes),Donegal
Karol Drozdowski,Poland,male,31,Single,Employee,Manufacturing (C),Upper secondary,Marketing and advertising,Cavan
Kate O'Kelly,Ireland,female,28,Married (first marriage),Unable to work due to permanent sickness or disability,Public administration and defence; compulsory social security (O),Upper secondary,Nursing and caring,Dublin City
Chloe McCarthy,Ireland,female,33,Single,Employee,Accommodation and food service activities (I),Upper secondary,Design,Limerick City
Lily Smith,Ireland,female,37,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Public security services,Cork County
Ellie Doherty,Ireland,female,25,Married (first marriage),Employee,Manufacturing (C),Advanced certificate/completed apprenticeship,Business and administration (broad programmes),Sligo
Olivia Murphy,Ireland,female,40,Married (first marriage),Employee,Other service activities (S),Ordinary bachelor degree/professional qualification or both,Other subjects,Limerick City
William Murphy,Ireland,male,62,Married (first marriage),Employee,Mining and quarrying (B),Lower secondary,Architecture and town planning,Cork County
Sinead Murphy,Ireland,female,22,Single,Unemployed having lost or given up previous job,Financial and insurance activities (K),Upper secondary,Other health and welfare,Kerry
Holly Kennedy,Ireland,female,32,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Lower secondary,Physical sciences (physics/chemistry/earth science),Donegal
Grace O'Sullivan,Ireland,female,69,Married (first marriage),Retired,Industry not stated,Primary,Economics,Cork County
Finn O'Reilly,Ireland,male,28,Married (first marriage),Employee,Manufacturing (C),Ordinary bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Cork County
Leah Murphy,Ireland,female,33,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Economics,Fingal
Lucy O'Neill,Ireland,female,56,Married (first marriage),Employee,Professional/scientific and technical activities (M),Higher certificate,Other engineering/manufacturing and construction,Fingal
David Quinn,Ireland,male,48,Single,Looking after home/family,Construction (F),Ordinary bachelor degree/professional qualification or both,Crop and livestock production,Waterford City
Nathan Murphy,Ireland,male,31,Married (first marriage),Looking after home/family,Education (P),Honours bachelor degree/professional qualification or both,Building and civil engineering,Cork City
Marco Diaz,Philippines,male,33,Married (first marriage),Unemployed having lost or given up previous job,Manufacturing (C),Upper secondary,Mechanics and metalwork,Waterford County
Cian O'Neill,Ireland,male,22,Single,Unemployed having lost or given up previous job,Construction (F),Upper secondary,Other humanities,Galway City
Mia O'Neill,Ireland,female,60,Widowed,Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Nursing and caring,Cavan
Holly O'Sullivan,Ireland,female,53,Single,Employer or own account worker,Education (P),Ordinary bachelor degree/professional qualification or both,Hotel/restaurant and catering,Kerry
Emily Murphy,Ireland,female,24,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,History and archaeology,Wexford
Erja Soininen,Finland,female,17,Single,Unemployed having lost or given up previous job,Education (P),Upper secondary,Other arts,Kildare
David Baker,United States of America,male,17,Single,Student or pupil,Agriculture/forestry and fishing (A),Upper secondary,Electricity and energy,Kildare
Mark Dub,Slovakia,male,25,Single,Employer or own account worker,Financial and insurance activities (K),Upper secondary,Electricity and energy,Dublin City
Barbara Alves,Brazil,female,36,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Architecture and town planning,Cork County
Anna O'Neill,Ireland,female,43,Married (first marriage),Employee,Education (P),Upper secondary,Education and teacher training,South Tipperary
Diarmuid O'Neill,Ireland,male,47,Single,Employee,Transportation and storage (H),Doctorate (Ph.D),Education and teacher training,Cork County
Olivia Harris,Australia,female,60,Married (first marriage),Employee,Education (P),Ordinary bachelor degree/professional qualification or both,Music and performing arts,Galway County
Ellen O'Connor,Ireland,female,42,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Other humanities,Mayo
Julia O'Moore,Ireland,female,50,Married (first marriage),Looking after home/family,Financial and insurance activities (K),Upper secondary,Other health and welfare,South Dublin
Niamh McCarthy,Ireland,female,20,Single,Employee,Human health and social work activities (Q),Upper secondary,Accounting and taxation,Dublin City
Lily O'Neill,Ireland,female,66,Married (first marriage),Retired,Industry not stated,Primary,Education and teacher training,Westmeath
Ryan McCarthy,Ireland,male,38,Married (first marriage),Employee,Accommodation and food service activities (I),Lower secondary,Mechanics and metalwork,Louth
Zoe Byrne,Ireland,female,61,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Education and teacher training,South Dublin
zuzzzi Doktor,Slovakia,female,76,Widowed,Retired,Industry not stated,Lower secondary,Education and teacher training,Dublin City
Faye O'Brien,Ireland,female,25,Single,Employee,Transportation and storage (H),Advanced certificate/completed apprenticeship,Education and teacher training,Fingal
Conor O'Reilly,Ireland,male,38,Single,Looking after home/family,Public administration and defence; compulsory social security (O),Higher certificate,Computer use,Cork County
Ava Murphy,Ireland,female,59,Re-married (following dissolution of previous marriage),Employer or own account worker,Education (P),Lower secondary,Other humanities,Limerick City
Brenda Holt,United States of America,female,42,Married (first marriage),Employee,Education (P),Lower secondary,Other science/mathematics and computing,Galway County
Emily O'Quinn,Ireland,female,24,Single,Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Accounting and taxation,Fingal
Harish Yadav,India,male,56,Married (first marriage),Unemployed having lost or given up previous job,Transportation and storage (H),Lower secondary,Other agriculture and veterinary,Cork County
Robert O'Sullivan,Ireland,male,62,Divorced,Retired,Industry not stated,Upper secondary,Education and teacher training,Meath
Ellie O'Sullivan,Ireland,female,21,Single,Employer or own account worker,Transportation and storage (H),Advanced certificate/completed apprenticeship,Hotel/restaurant and catering,Donegal
Lily McCarthy,Ireland,female,67,Married (first marriage),Retired,Industry not stated,Higher certificate,Other arts,Monaghan
Agnes Jankauskas,Lithuania,female,25,Single,Employee,Public administration and defence; compulsory social security (O),Upper secondary,Other arts,Dun Laoghaire-Rathdown
Jack O'Moore,Ireland,male,67,Married (first marriage),Retired,Industry not stated,Honours bachelor degree/professional qualification or both,Building and civil engineering,Cork City
Rebecca Murphy,Ireland,female,27,Married (first marriage),Unemployed having lost or given up previous job,Manufacturing (C),Upper secondary,Sea transportation,Mayo
Lilly Quinn,Ireland,female,31,Married (first marriage),Employee,Transportation and storage (H),Ordinary bachelor degree/professional qualification or both,Education and teacher training,Meath
Leon O'Sullivan,Ireland,male,15,Single,Student or pupil,Transportation and storage (H),Upper secondary,Motor vehicles/ships and aircraft,Sligo
Claire McCarthy,Ireland,female,39,Married (first marriage),Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Hair and beauty services,Fingal
Roisin O'Quinn,Ireland,female,40,Married (first marriage),Employee,Other service activities (S),Lower secondary,Nursing and caring,Meath
Abbie O'Reilly,Ireland,female,23,Single,Unemployed looking for first regular job,Information and communication (J),Ordinary bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Galway County
Caoimhe O'Brien,Ireland,female,17,Single,Student or pupil,Administrative and support service activities (N),Upper secondary,Management and administration,Fingal
Sofia McCarthy,Ireland,female,65,Single,Retired,Industry not stated,Primary,Nursing and caring,Donegal
David Serrano,Spain,male,60,Widowed,Retired,Industry not stated,Upper secondary,Crop and livestock production,Monaghan
Abbie O'Neill,Ireland,female,25,Single,Employee,Professional/scientific and technical activities (M),Lower secondary,Hotel/restaurant and catering,Dun Laoghaire-Rathdown
David O'Brien,Ireland,male,78,Widowed,Retired,Industry not stated,Primary,Other engineering/manufacturing and construction,Dublin City
Aoibhinn O'Brien,Ireland,female,65,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Nursing and caring,Dublin City
Brian Murphy,Ireland,male,34,Married (first marriage),Unemployed having lost or given up previous job,Education (P),Lower secondary,Architecture and town planning,Wicklow
Amy O'Sullivan,Ireland,female,63,Single,Unable to work due to permanent sickness or disability,Education (P),Ordinary bachelor degree/professional qualification or both,Medicine,Cork County
Kayla Gallagher,Ireland,female,52,Married (first marriage),Looking after home/family,Education (P),Primary,Education and teacher training,Offaly
Eabha Murphy,Ireland,female,48,Married (first marriage),Unemployed having lost or given up previous job,Education (P),Lower secondary,Electricity and energy,Limerick City
Alexandra O'Neill,Ireland,female,44,Single,Unable to work due to permanent sickness or disability,Accommodation and food service activities (I),Advanced certificate/completed apprenticeship,Hair and beauty services,Cork County
Kathleen O'Neill,Ireland,female,83,Married (first marriage),Retired,Industry not stated,Primary,Nursing and caring,Dublin City
Emma O'Sullivan,Ireland,female,37,Single,Employee,Education (P),Lower secondary,Child care and youth services,Dublin City
Ryan O'Neill,Ireland,male,68,Married (first marriage),Retired,Industry not stated,Upper secondary,Law,Kildare
John Poole,United States of America,male,20,Single,Unemployed looking for first regular job,Manufacturing (C),Lower secondary,Physical sciences (physics/chemistry/earth science),Dublin City
Sindija Vanags,Latvia,female,40,Single,Employee,Real estate activities (L),Lower secondary,Social work and counselling,Galway City
Laura Murphy,Ireland,female,39,Married (first marriage),Looking after home/family,Electricity/gas/steam and air conditioning supply (D),Lower secondary,Education and teacher training,Kildare
Jessica Murphy,Ireland,female,16,Single,Student or pupil,Public administration and defence; compulsory social security (O),Upper secondary,Hotel/restaurant and catering,Donegal
Julie Murphy,Ireland,female,50,Separated (including deserted),Unemployed having lost or given up previous job,Professional/scientific and technical activities (M),Upper secondary,Nursing and caring,Clare
Emma McCarthy,Ireland,female,21,Single,Employee,Education (P),Advanced certificate/completed apprenticeship,Audio-visual techniques and media production,Cork City
Seamus O'Gallagher,Ireland,male,27,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Physical sciences (physics/chemistry/earth science),Dublin City
Saoirse O'Brien,Ireland,female,20,Single,Employee,Education (P),Ordinary bachelor degree/professional qualification or both,Mother tongue,Louth
Chloe Doyle,Ireland,female,34,Single,Employee,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Accounting and taxation,Galway County
Rory O'Brien,Ireland,male,48,Single,Employee,Manufacturing (C),Advanced certificate/completed apprenticeship,Computer science,South Dublin
Johanna Auer,Austria,female,26,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Education and teacher training,Dublin City
Chloe O'Neill,Ireland,female,38,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Education and teacher training,Leitrim
Jakub O'Sullivan,Ireland,male,43,Married (first marriage),Employee,Financial and insurance activities (K),Higher certificate,Management and administration,Cork City
Lucy O'Brien,Ireland,female,36,Married (first marriage),Employee,Financial and insurance activities (K),Technical/vocational,Other arts,Meath
Mia McCarthy,Ireland,female,26,Single,Looking after home/family,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Business and administration (broad programmes),Cork County
Ciara O'Reilly,Ireland,female,29,Single,Employee,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Biology and biochemistry,Monaghan
Sophie O'Reilly,Ireland,female,25,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Upper secondary,Management and administration,Donegal
Alanna Murphy,Ireland,female,30,Single,Employee,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Education and teacher training,North Tipperary
Brooke Kennedy,Ireland,female,27,Single,Student or pupil,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Marketing and advertising,Cork County
Nicole Murphy,Ireland,female,70,Single,Retired,Industry not stated,Primary,Accounting and taxation,Cork City
Ava O'Neill,Ireland,female,51,Separated (including deserted),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Other arts,Wicklow
Oliver Lynch,Ireland,male,56,Married (first marriage),Retired,Industry not stated,Primary,Hotel/restaurant and catering,Mayo
Mia O'Brien,Ireland,female,76,Married (first marriage),Retired,Industry not stated,Postgraduate diploma or degree,Education and teacher training,South Tipperary
Ruth Murphy,Ireland,female,59,Widowed,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Hotel/restaurant and catering,Cork County
William Lynch,Ireland,male,63,Divorced,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Accounting and taxation,Mayo
Nathan Kelly,Ireland,male,44,Divorced,Employee,Financial and insurance activities (K),Lower secondary,Other agriculture and veterinary,Kildare
Matthew O'Brien,Ireland,male,78,Single,Retired,Industry not stated,Lower secondary,Business and administration (broad programmes),Dublin City
Sophie McCarthy,Ireland,female,27,Single,Employee,Education (P),Honours bachelor degree/professional qualification or both,Law,Dublin City
Daniel Lefebvre,France,male,16,Single,Student or pupil,Construction (F),Lower secondary,Secretarial and office work,Clare
Ailbhe Murphy,Ireland,female,31,Single,Employer or own account worker,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Education and teacher training,Cork City
Robert O'Brien,Ireland,male,35,Single,Employee,Accommodation and food service activities (I),Technical/vocational,Computer use,Fingal
Ruairi O'Neill,Ireland,male,46,Separated (including deserted),Employee,Public administration and defence; compulsory social security (O),Advanced certificate/completed apprenticeship,Marketing and advertising,Kerry
emmanuel Diallo,Mauritius,male,66,Single,Retired,Industry not stated,Upper secondary,Medicine,North Tipperary
Dylan O'Reilly,Ireland,male,47,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Crop and livestock production,South Dublin
Gerard Murphy,Ireland,male,43,Married (first marriage),Unemployed having lost or given up previous job,Information and communication (J),Upper secondary,Electricity and energy,Cavan
Joshua Murray,Ireland,male,33,Single,Unemployed having lost or given up previous job,Other service activities (S),Ordinary bachelor degree/professional qualification or both,Engineering and engineering trades (broad programmes),Donegal
Calum O'Reilly,Ireland,male,32,Single,Looking after home/family,Professional/scientific and technical activities (M),Postgraduate diploma or degree,Computer science,Waterford County
Michael O'Neill,Ireland,male,47,Married (first marriage),Employee,Accommodation and food service activities (I),Upper secondary,Accounting and taxation,Limerick County
Aoibhinn O'Quinn,Ireland,female,50,Married (first marriage),Unable to work due to permanent sickness or disability,Accommodation and food service activities (I),Postgraduate diploma or degree,Nursing and caring,Galway City
Lucy O'Byrne,Ireland,female,38,Single,Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Technical/vocational,Nursing and caring,Westmeath
Sean Gallagher,Ireland,male,22,Single,Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Accounting and taxation,South Dublin
Niamh O'Sullivan,Ireland,female,80,Married (first marriage),Retired,Industry not stated,Upper secondary,Social work and counselling,Dun Laoghaire-Rathdown
Oisin McCarthy,Ireland,male,46,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Crop and livestock production,South Tipperary
Chloe O'Sullivan,Ireland,female,18,Single,Student or pupil,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Other social sciences/business and law subjects,Wicklow
Ben O'Brien,Ireland,male,57,Married (first marriage),Employee,Manufacturing (C),Lower secondary,Secretarial and office work,Westmeath
Kyle Murphy,Ireland,male,32,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Building and civil engineering,Kildare
Matthew McCarthy,Ireland,male,47,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Computer science,Kilkenny
Fionn O'Brien,Ireland,male,16,Single,Student or pupil,Professional/scientific and technical activities (M),Upper secondary,Physical sciences (physics/chemistry/earth science),Donegal
Harry O'Connor,Ireland,male,71,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Law,Galway City
