FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Aimee O'Byrne,Ireland,female,44,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Business and administration (broad programmes),Dun Laoghaire-Rathdown
John O'Neill,Ireland,male,60,Married (first marriage),Unemployed having lost or given up previous job,Manufacturing (C),Higher certificate,Crop and livestock production,Fingal
Dylan O'Sullivan,Ireland,male,25,Single,Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Lower secondary,Other engineering/manufacturing and construction,Kilkenny
Kacper Cesarz,Poland,male,47,Single,Employee,Transportation and storage (H),Upper secondary,Secretarial and office work,Galway County
Eoghan O'Brien,Ireland,male,65,Widowed,Retired,Industry not stated,Honours bachelor degree/professional qualification or both,Accounting and taxation,Cork County
Ellie Murphy,Ireland,female,48,Separated (including deserted),Unable to work due to permanent sickness or disability,Arts/entertainment and recreation (R),Upper secondary,Secretarial and office work,Fingal
Lexi O'Byrne,Ireland,female,42,Married (first marriage),Employee,Construction (F),Technical/vocational,Other health and welfare,Roscommon
Adam O'Brien,Ireland,male,34,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Building and civil engineering,Mayo
Jessica O'Sullivan,Ireland,female,18,Single,Student or pupil,Electricity/gas/steam and air conditioning supply (D),Upper secondary,Other health and welfare,Louth
Hazel Doyle,Ireland,female,53,Married (first marriage),Employee,Manufacturing (C),Primary,Nursing and caring,Dun Laoghaire-Rathdown
Chloe Doherty,Ireland,female,81,Single,Looking after home/family,Human health and social work activities (Q),Lower secondary,Other social sciences/business and law subjects,Kerry
Zoe Murphy,Ireland,female,16,Single,Student or pupil,Education (P),Upper secondary,Biology and biochemistry,South Dublin
Zoe O'Neill,Ireland,female,29,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Ground transportation,Dublin City
Denis O'Neill,Ireland,male,45,Married (first marriage),Employee,Transportation and storage (H),Upper secondary,Motor vehicles/ships and aircraft,Kilkenny
Daniel Murphy,Ireland,male,51,Divorced,Employee,Manufacturing (C),Lower secondary,Mother tongue,Dublin City
joseph Vasiliauskas,Lithuania,male,17,Single,Student or pupil,Agriculture/forestry and fishing (A),Upper secondary,Economics,Cork County
Aimee Murphy,Ireland,female,68,Divorced,Retired,Industry not stated,Primary,Management and administration,Kildare
Aoife O'Neill,Ireland,female,28,Single,Employee,Financial and insurance activities (K),Technical/vocational,Music and performing arts,Meath
John O'Sullivan,Ireland,male,40,Married (first marriage),Employee,Professional/scientific and technical activities (M),Ordinary bachelor degree/professional qualification or both,Secretarial and office work,Leitrim
Natalie Michel,France,female,58,Married (first marriage),Looking after home/family,Information and communication (J),Upper secondary,Nursing and caring,Clare
Rian McCarthy,Ireland,male,58,Married (first marriage),Looking after home/family,Education (P),Lower secondary,Crop and livestock production,Donegal
Colin O'Reilly,Ireland,male,23,Single,Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,South Dublin
Conor Murphy,Ireland,male,50,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Ordinary bachelor degree/professional qualification or both,Education and teacher training,Limerick County
Molly O'Brien,Ireland,female,36,Single,Unemployed having lost or given up previous job,Accommodation and food service activities (I),Technical/vocational,Child care and youth services,Limerick City
Joseph O'Reilly,Ireland,male,57,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Mechanics and metalwork,Cork County
Anna Murphy,Ireland,female,39,Married (first marriage),Employee,Human health and social work activities (Q),Technical/vocational,Hotel/restaurant and catering,Dun Laoghaire-Rathdown
Orlaith Murphy,Ireland,female,24,Single,Employee,Human health and social work activities (Q),Upper secondary,Mother tongue,Dun Laoghaire-Rathdown
Aaron Murphy,Ireland,male,33,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Crop and livestock production,Dublin City
Zach O'Sullivan,Ireland,male,51,Re-married (following dissolution of previous marriage),Employee,Real estate activities (L),Upper secondary,Electricity and energy,Galway County
Caoimhe O'Sullivan,Ireland,female,63,Widowed,Looking after home/family,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Economics,Limerick City
Aoibhinn Murphy,Ireland,female,63,Married (first marriage),Unemployed having lost or given up previous job,Other service activities (S),Lower secondary,Nursing and caring,Cork County
Leo O'Neill,Ireland,male,30,Single,Employee,Manufacturing (C),Advanced certificate/completed apprenticeship,Other engineering/manufacturing and construction,Dublin City
Fiona O'Neill,Ireland,female,42,Single,Looking after home/family,Human health and social work activities (Q),Lower secondary,Nursing and caring,Meath
Aoife Murphy,Ireland,female,50,Married (first marriage),Retired,Industry not stated,Upper secondary,Business and administration (broad programmes),Cork County
Sean Kelly,Ireland,male,19,Single,Student or pupil,Transportation and storage (H),Upper secondary,Business and administration (broad programmes),Clare
Aaron Kennedy,Ireland,male,34,Single,Employee,Construction (F),Honours bachelor degree/professional qualification or both,Economics,Kildare
Rebecca O'Sullivan,Ireland,female,42,Single,Employer or own account worker,Information and communication (J),Lower secondary,Hotel/restaurant and catering,Kilkenny
Kate O'Neill,Ireland,female,48,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Nursing and caring,Galway City
Ronan McCarthy,Ireland,male,65,Married (first marriage),Retired,Industry not stated,Primary,Building and civil engineering,Dun Laoghaire-Rathdown
Sean O'Sullivan,Ireland,male,19,Single,Student or pupil,Accommodation and food service activities (I),Upper secondary,Mother tongue,Kildare
Kate O'Brien,Ireland,female,50,Married (first marriage),Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Education and teacher training,Dun Laoghaire-Rathdown
Adam McCarthy,Ireland,male,65,Married (first marriage),Retired,Industry not stated,Postgraduate diploma or degree,Building and civil engineering,Cork County
Caoimhe O'Reilly,Ireland,female,33,Married (first marriage),Employee,Construction (F),Lower secondary,Hotel/restaurant and catering,Galway City
Adam Murphy,Ireland,male,32,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Cork County
Holly O'Neill,Ireland,female,61,Single,Employer or own account worker,Construction (F),Lower secondary,Nursing and caring,Galway County
Anna O'Neill,Ireland,female,38,Single,Employee,Accommodation and food service activities (I),Postgraduate diploma or degree,Education and teacher training,Cork County
Daithi Murphy,Ireland,male,61,Married (first marriage),Looking after home/family,Public administration and defence; compulsory social security (O),Primary,Crop and livestock production,Donegal
Sarah Smith,Ireland,female,57,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Other social sciences/business and law subjects,Kildare
Dara McCarthy,Ireland,male,62,Divorced,Looking after home/family,Public administration and defence; compulsory social security (O),Upper secondary,Other humanities,Galway City
Sadhbh Murphy,Ireland,female,52,Married (first marriage),Employer or own account worker,Manufacturing (C),Lower secondary,Other health and welfare,Monaghan
Sadhbh Murphy,Ireland,female,30,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Physical sciences (physics/chemistry/earth science),Clare
Oliver O'Reilly,Ireland,male,28,Single,Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Lower secondary,Motor vehicles/ships and aircraft,Monaghan
Ross O'Sullivan,Ireland,male,64,Married (first marriage),Employer or own account worker,Accommodation and food service activities (I),Primary,Marketing and advertising,Louth
Adam Quinn,Ireland,male,50,Married (first marriage),Unemployed having lost or given up previous job,Transportation and storage (H),Lower secondary,Architecture and town planning,Galway County
Ciara Murray,Ireland,female,35,Married (first marriage),Employee,Accommodation and food service activities (I),Honours bachelor degree/professional qualification or both,Medicine,Dublin City
Lauren O'Kelly,Ireland,female,23,Single,Employee,Human health and social work activities (Q),Upper secondary,Other humanities,Fingal
Daniel McCarthy,Ireland,male,51,Married (first marriage),Employee,Professional/scientific and technical activities (M),Technical/vocational,Electricity and energy,Wicklow
Nathan McCarthy,Ireland,male,30,Single,Employee,Agriculture/forestry and fishing (A),Ordinary bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Fingal
Ben O'Brien,Ireland,male,50,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Physical sciences (physics/chemistry/earth science),Monaghan
Aoibhinn O'Neill,Ireland,female,57,Single,Looking after home/family,Financial and insurance activities (K),Upper secondary,Social work and counselling,South Dublin
Caroline Silva,Brazil,female,30,Single,Employee,Other service activities (S),Honours bachelor degree/professional qualification or both,Education and teacher training,Kildare
Ellen Murray,Ireland,female,63,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Economics,Westmeath
Tjeerd Van den Berg,Netherlands,male,29,Single,Unemployed having lost or given up previous job,Manufacturing (C),Upper secondary,Physical sciences (physics/chemistry/earth science),Donegal
Oisin O'Brien,Ireland,male,25,Single,Employee,Human health and social work activities (Q),Technical/vocational,Motor vehicles/ships and aircraft,Cork County
Ben Murphy,Ireland,male,57,Single,Looking after home/family,Human health and social work activities (Q),Upper secondary,Crop and livestock production,Waterford City
Zuzanna McCarthy,Ireland,female,73,Married (first marriage),Retired,Industry not stated,Lower secondary,Other social sciences/business and law subjects,Dublin City
Caitlin Doherty,Ireland,female,39,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Upper secondary,Computer use,Cork County
Liam McCarthy,Ireland,male,43,Married (first marriage),Employee,Professional/scientific and technical activities (M),Advanced certificate/completed apprenticeship,Other health and welfare,Kerry
Louis Kelly,Ireland,male,40,Separated (including deserted),Looking after home/family,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Motor vehicles/ships and aircraft,Galway County
Matthew O'Connor,Ireland,male,56,Married (first marriage),Employee,Administrative and support service activities (N),Lower secondary,Education and teacher training,Donegal
Callum O'Connor,Ireland,male,31,Married (first marriage),Employee,Manufacturing (C),Higher certificate,Computer use,Westmeath
Shauna McCarthy,Ireland,female,38,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Other social sciences/business and law subjects,Fingal
Jamie Murphy,Ireland,male,41,Married (first marriage),Looking after home/family,Education (P),Technical/vocational,Other engineering/manufacturing and construction,Laois
Alexandra Murphy,Ireland,female,41,Married (first marriage),Unable to work due to permanent sickness or disability,Financial and insurance activities (K),Upper secondary,Audio-visual techniques and media production,Kerry
Darren O'Reilly,Ireland,male,42,Single,Employee,Arts/entertainment and recreation (R),Lower secondary,Building and civil engineering,Laois
Noah O'Connor,Ireland,male,62,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Other agriculture and veterinary,South Dublin
Sophie Murphy,Ireland,female,15,Single,Student or pupil,Financial and insurance activities (K),Upper secondary,Other health and welfare,Galway City
Maja Murphy,Ireland,female,19,Single,Student or pupil,Public administration and defence; compulsory social security (O),Upper secondary,Economics,South Dublin
Scott Doherty,Ireland,male,25,Single,Employee,Information and communication (J),Ordinary bachelor degree/professional qualification or both,Engineering and engineering trades (broad programmes),Westmeath
Lily Lynch,Ireland,female,41,Single,Employee,Human health and social work activities (Q),Upper secondary,Hair and beauty services,Mayo
Lucy O'Kelly,Ireland,female,75,Single,Retired,Industry not stated,Primary,Engineering and engineering trades (broad programmes),Dublin City
Hugh O'Sullivan,Ireland,male,44,Married (first marriage),Employee,Manufacturing (C),Postgraduate diploma or degree,Crop and livestock production,South Dublin
Jack Byrne,Ireland,male,21,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Management and administration,South Dublin
Piotr Bialk,Poland,male,17,Single,Student or pupil,Arts/entertainment and recreation (R),Upper secondary,Business and administration (broad programmes),Cork County
Anne LUNGU ,Romania,female,38,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Other social sciences/business and law subjects,Kildare
Christopher O'Kelly,Ireland,male,51,Married (first marriage),Employer or own account worker,Water supply; sewerage/waste management and remediation activities (E),Upper secondary,Law,Waterford County
James O'Ryan,Ireland,male,74,Widowed,Retired,Industry not stated,Lower secondary,Building and civil engineering,Meath
Lexi O'Brien,Ireland,female,35,Married (first marriage),Unemployed having lost or given up previous job,Professional/scientific and technical activities (M),Primary,Marketing and advertising,Dublin City
Grace Murphy,Ireland,female,80,Widowed,Retired,Industry not stated,Upper secondary,Management and administration,Dublin City
Molly Murphy,Ireland,female,43,Married (first marriage),Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Engineering and engineering trades (broad programmes),Dun Laoghaire-Rathdown
Nicole O'Quinn,Ireland,female,46,Married (first marriage),Employee,Professional/scientific and technical activities (M),Higher certificate,Computer science,Dun Laoghaire-Rathdown
Oliver O'Brien,Ireland,male,36,Single,Employee,Information and communication (J),Lower secondary,Other engineering/manufacturing and construction,Fingal
Emily Murphy,Ireland,female,27,Single,Unemployed having lost or given up previous job,Human health and social work activities (Q),Upper secondary,Social work and counselling,Dublin City
Muireann O'Moore,Ireland,female,50,Married (first marriage),Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Primary,Design,Limerick County
Jessica Murphy,Ireland,female,25,Married (first marriage),Unemployed having lost or given up previous job,Manufacturing (C),Advanced certificate/completed apprenticeship,Other arts,Laois
Samira Lawal,Niger,female,67,Widowed,Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other social sciences/business and law subjects,Limerick County
Lily Walsh,Ireland,female,33,Single,Employee,Construction (F),Ordinary bachelor degree/professional qualification or both,Hotel/restaurant and catering,Wexford
Conor O'Byrne,Ireland,male,35,Married (first marriage),Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Law,Louth
Aaron O'Reilly,Ireland,male,30,Single,Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Marketing and advertising,Limerick County
Muireann Murphy,Ireland,female,74,Widowed,Retired,Industry not stated,Lower secondary,Education and teacher training,Wicklow
James O'Brien,Ireland,male,28,Single,Employer or own account worker,Information and communication (J),Honours bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Kildare
David McCarthy,Ireland,male,27,Single,Employee,Manufacturing (C),Upper secondary,Building and civil engineering,Kildare
Lucy O'Neill,Ireland,female,69,Married (first marriage),Retired,Industry not stated,Primary,Education and teacher training,Kerry
Aisling McCarthy,Ireland,female,38,Married (first marriage),Employee,Education (P),Upper secondary,Physical sciences (physics/chemistry/earth science),Cavan
Tabitha Krumins,Latvia,female,44,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Hotel/restaurant and catering,Waterford County
Holly Gallagher,Ireland,female,47,Single,Unemployed having lost or given up previous job,Professional/scientific and technical activities (M),Lower secondary,Accounting and taxation,Louth
Darragh Doyle,Ireland,male,33,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,South Dublin
Lily Kelly,Ireland,female,15,Single,Student or pupil,Accommodation and food service activities (I),Lower secondary,Music and performing arts,Waterford County
Luke Ryan,Ireland,male,58,Divorced,Employer or own account worker,Transportation and storage (H),Lower secondary,Mechanics and metalwork,Donegal
Lee O'Moore,Ireland,male,82,Single,Retired,Industry not stated,Primary,Other social sciences/business and law subjects,Fingal
Ellie Quinn,Ireland,female,68,Married (first marriage),Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Lower secondary,Business and administration (broad programmes),South Dublin
Conor O'Ryan,Ireland,male,71,Widowed,Retired,Industry not stated,Primary,Architecture and town planning,Clare
MAHAMANE Adeyemi,Niger,male,20,Single,Employee,Manufacturing (C),Technical/vocational,Motor vehicles/ships and aircraft,Dublin City
Megan Gallagher,Ireland,female,31,Single,Employee,Education (P),Technical/vocational,Education and teacher training,Fingal
Eimear O'Neill,Ireland,female,82,Single,Retired,Industry not stated,Primary,Management and administration,North Tipperary
Evan McCarthy,Ireland,male,60,Divorced,Looking after home/family,Agriculture/forestry and fishing (A),Postgraduate diploma or degree,Education and teacher training,Limerick County
Grace O'Sullivan,Ireland,female,58,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Lower secondary,Physical sciences (physics/chemistry/earth science),Meath
Michael O'Kelly,Ireland,male,31,Single,Student or pupil,Financial and insurance activities (K),Honours bachelor degree/professional qualification or both,Motor vehicles/ships and aircraft,Fingal
Laura O'Sullivan,Ireland,female,67,Married (first marriage),Retired,Industry not stated,Primary,Social work and counselling,Laois
Siobhan O'Brien,Ireland,female,21,Single,Student or pupil,Human health and social work activities (Q),Lower secondary,Computer use,Galway County
Adam Smith,Ireland,male,19,Single,Unemployed looking for first regular job,Accommodation and food service activities (I),Primary,Crop and livestock production,Cork City
Isabel O'Sullivan,Ireland,female,17,Single,Unemployed looking for first regular job,Public administration and defence; compulsory social security (O),Upper secondary,Other engineering/manufacturing and construction,Dublin City
Alex Murphy,Ireland,male,78,Married (first marriage),Retired,Industry not stated,Primary,Engineering and engineering trades (broad programmes),Meath
Nathan O'Neill,Ireland,male,21,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Physical sciences (physics/chemistry/earth science),Dublin City
Grace O'Brien,Ireland,female,39,Married (first marriage),Employee,Education (P),Lower secondary,Nursing and caring,Westmeath
Ciara Murray,Ireland,female,32,Married (first marriage),Unemployed having lost or given up previous job,Accommodation and food service activities (I),Upper secondary,Education and teacher training,Dun Laoghaire-Rathdown
Chloe Murphy,Ireland,female,64,Married (first marriage),Retired,Industry not stated,Primary,Nursing and caring,Limerick County
Conor O'Brien,Ireland,male,30,Single,Employee,Construction (F),Ordinary bachelor degree/professional qualification or both,Psychology,Galway County
Sophia O'Brien,Ireland,female,29,Single,Looking after home/family,Human health and social work activities (Q),Postgraduate diploma or degree,Business and administration (broad programmes),South Dublin
Aoibhinn O'Neill,Ireland,female,39,Single,Looking after home/family,Professional/scientific and technical activities (M),Advanced certificate/completed apprenticeship,Law,Kildare
maimou Balogun,Niger,female,34,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Technical/vocational,Social work and counselling,Fingal
Bruno Melo,Brazil,male,64,Single,Retired,Industry not stated,Technical/vocational,Other social sciences/business and law subjects,Mayo
Jonathan O'Neill,Ireland,male,69,Separated (including deserted),Retired,Industry not stated,Primary,Other engineering/manufacturing and construction,Cork County
Didier Leroy,France,male,57,Re-married (following widowhood),Looking after home/family,Manufacturing (C),Primary,Mechanics and metalwork,Wicklow
Puiu DUMITRU ,Romania,female,55,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Social work and counselling,Longford
Joshua Lynch,Ireland,male,37,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Motor vehicles/ships and aircraft,Dublin City
Karolina Choinski,Poland,female,27,Single,Looking after home/family,Education (P),Technical/vocational,Audio-visual techniques and media production,Fingal
Shay O'Reilly,Ireland,male,29,Single,Employee,Construction (F),Technical/vocational,Building and civil engineering,Cork County
Saoirse O'Neill,Ireland,female,37,Single,Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Other humanities,Kerry
Andrew McCarthy,Ireland,male,56,Married (first marriage),Retired,Industry not stated,Primary,Building and civil engineering,South Dublin
Tadhg O'Sullivan,Ireland,male,47,Married (first marriage),Employer or own account worker,Transportation and storage (H),Lower secondary,Secretarial and office work,Dun Laoghaire-Rathdown
Vlad Ozols,Latvia,male,41,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Crop and livestock production,Dublin City
Thomas Murphy,Ireland,male,30,Single,Employee,Professional/scientific and technical activities (M),Higher certificate,Economics,Offaly
Leon O'Connor,Ireland,male,60,Married (first marriage),Employee,Manufacturing (C),Lower secondary,Other agriculture and veterinary,South Dublin
Michael Murphy,Ireland,male,82,Single,Retired,Industry not stated,Primary,Other engineering/manufacturing and construction,Wicklow
Nathan Smith,Ireland,male,61,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Hair and beauty services,Offaly
Sophie O'Brien,Ireland,female,30,Married (first marriage),Employee,Transportation and storage (H),Technical/vocational,Music and performing arts,Kildare
Willi Wild,Germany,male,60,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Electricity and energy,Kerry
Sofia McCarthy,Ireland,female,52,Divorced,Unemployed having lost or given up previous job,Accommodation and food service activities (I),Upper secondary,Other subjects,Galway City
Charlie O'Brien,Ireland,male,71,Widowed,Retired,Industry not stated,Lower secondary,Other agriculture and veterinary,Kildare
Ma Cao,China,male,30,Single,Employee,Accommodation and food service activities (I),Honours bachelor degree/professional qualification or both,Child care and youth services,Westmeath
Caitlin O'Byrne,Ireland,female,73,Separated (including deserted),Employer or own account worker,Manufacturing (C),Upper secondary,Hotel/restaurant and catering,Donegal
James Phillips,United States of America,male,61,Married (first marriage),Looking after home/family,Agriculture/forestry and fishing (A),Primary,Education and teacher training,Limerick County
Szymon O'Quinn,Ireland,male,35,Married (first marriage),Unable to work due to permanent sickness or disability,Agriculture/forestry and fishing (A),Lower secondary,Other engineering/manufacturing and construction,Kildare
Bobby O'Sullivan,Ireland,male,54,Single,Looking after home/family,Manufacturing (C),Upper secondary,Business and administration (broad programmes),Cavan
Finn Murphy,Ireland,male,38,Married (first marriage),Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Management and administration,Galway City
Aimee Gallagher,Ireland,female,21,Single,Unemployed looking for first regular job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Building and civil engineering,Limerick City
Sun Han,China,male,17,Single,Student or pupil,Manufacturing (C),Upper secondary,Hair and beauty services,Wexford
Ross O'Brien,Ireland,male,49,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Other agriculture and veterinary,Fingal
Daisy O'Neill,Ireland,female,20,Single,Student or pupil,Education (P),Lower secondary,Hair and beauty services,Dublin City
Leanne Murphy,Ireland,female,63,Single,Retired,Industry not stated,Lower secondary,Other health and welfare,Galway County
Lucy O'Reilly,Ireland,female,47,Separated (including deserted),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Other health and welfare,Clare
Mia O'Neill,Ireland,female,29,Single,Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Primary,Other humanities,Fingal
Lilly O'Sullivan,Ireland,female,16,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Hair and beauty services,Louth
Cathal Murphy,Ireland,male,68,Married (first marriage),Retired,Industry not stated,Primary,Management and administration,Dublin City
Eimear Murphy,Ireland,female,43,Married (first marriage),Employee,Administrative and support service activities (N),Advanced certificate/completed apprenticeship,Nursing and caring,Kildare
Sophie Smith,Ireland,female,52,Married (first marriage),Employee,Real estate activities (L),Upper secondary,Nursing and caring,Dublin City
Ross O'Sullivan,Ireland,male,63,Married (first marriage),Unemployed having lost or given up previous job,Accommodation and food service activities (I),Primary,Building and civil engineering,South Tipperary
Eabha O'Brien,Ireland,female,39,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Lower secondary,Social work and counselling,Donegal
Samuel Doyle,Ireland,male,65,Widowed,Retired,Industry not stated,Primary,Crop and livestock production,Kilkenny
Emma O'Kelly,Ireland,female,23,Single,Student or pupil,Professional/scientific and technical activities (M),Upper secondary,Other personal services,Mayo
Zara O'Sullivan,Ireland,female,41,Married (first marriage),Employee,Financial and insurance activities (K),Lower secondary,Physical sciences (physics/chemistry/earth science),Limerick City
Ruairi O'Brien,Ireland,male,36,Single,Employee,Information and communication (J),Upper secondary,Crop and livestock production,South Dublin
Luke O'Sullivan,Ireland,male,19,Single,Student or pupil,Professional/scientific and technical activities (M),Upper secondary,Physical sciences (physics/chemistry/earth science),Dun Laoghaire-Rathdown
Yasmineke Van den Berg,Netherlands,female,58,Married (first marriage),Employee,Construction (F),Higher certificate,Other arts,Limerick County
Tuuli Raudsepp,Estonia,female,32,Married (first marriage),Employee,Other service activities (S),Upper secondary,Nursing and caring,Kerry
Evan McCarthy,Ireland,male,50,Married (first marriage),Employee,Accommodation and food service activities (I),Upper secondary,Other social sciences/business and law subjects,Cork County
Lucy Walsh,Ireland,female,25,Single,Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Economics,Limerick County
Ciaran Murphy,Ireland,male,59,Married (first marriage),Looking after home/family,Manufacturing (C),Upper secondary,Architecture and town planning,North Tipperary
Jakub Janusz,Poland,male,43,Married (first marriage),Employee,Information and communication (J),Postgraduate diploma or degree,Engineering and engineering trades (broad programmes),Waterford County
Adam O'Byrne,Ireland,male,40,Married (first marriage),Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Postgraduate diploma or degree,Marketing and advertising,Wicklow
Oliver Der,Hungary,male,31,Single,Employee,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,History and archaeology,Louth
Bobby Murphy,Ireland,male,55,Divorced,Employee,Information and communication (J),Lower secondary,Crop and livestock production,Kildare
Tadhg Murray,Ireland,male,39,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Marketing and advertising,Cork County
Lucy Murphy,Ireland,female,17,Single,Student or pupil,Manufacturing (C),Upper secondary,Building and civil engineering,Limerick City
Callum McCarthy,Ireland,male,47,Divorced,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Doctorate (Ph.D),Motor vehicles/ships and aircraft,Dublin City
Chantal Bertrand,France,female,46,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Accounting and taxation,Fingal
Rebecca O'Sullivan,Ireland,female,35,Married (first marriage),Employee,Information and communication (J),Ordinary bachelor degree/professional qualification or both,Marketing and advertising,Limerick County
Lorcan O'Neill,Ireland,male,43,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Computer science,Wexford
Jeannine LeFevre,France,female,42,Single,Unemployed having lost or given up previous job,Manufacturing (C),Technical/vocational,Education and teacher training,Meath
Ruairi McCarthy,Ireland,male,62,Married (first marriage),Looking after home/family,Agriculture/forestry and fishing (A),Primary,Other engineering/manufacturing and construction,Wicklow
Erin Doyle,Ireland,female,82,Married (first marriage),Retired,Industry not stated,Upper secondary,Other health and welfare,Kerry
Brooke O'Neill,Ireland,female,25,Single,Employee,Professional/scientific and technical activities (M),Ordinary bachelor degree/professional qualification or both,Business and administration (broad programmes),Mayo
Samuel Murphy,Ireland,male,16,Single,Student or pupil,Manufacturing (C),Lower secondary,Other humanities,Kildare
pan Xiao,China,male,15,Single,Student or pupil,Financial and insurance activities (K),Upper secondary,Design,Dublin City
Taylor O'Reilly,Ireland,female,35,Divorced,Employee,Financial and insurance activities (K),Advanced certificate/completed apprenticeship,Crop and livestock production,Sligo
Oscar Doherty,Ireland,male,72,Married (first marriage),Employee,Construction (F),Lower secondary,Business and administration (broad programmes),Dublin City
Emma Kelly,Ireland,female,50,Married (first marriage),Unemployed having lost or given up previous job,Accommodation and food service activities (I),Lower secondary,Business and administration (broad programmes),Wicklow
Ella O'Brien,Ireland,female,69,Married (first marriage),Retired,Industry not stated,Upper secondary,Other social sciences/business and law subjects,South Dublin
Lucas Murphy,Ireland,male,44,Married (first marriage),Employer or own account worker,Administrative and support service activities (N),Advanced certificate/completed apprenticeship,Mechanics and metalwork,Dublin City
Liam O'Moore,Ireland,male,44,Married (first marriage),Employee,Manufacturing (C),Higher certificate,Medicine,Kilkenny
