FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Sophie Murphy,Ireland,female,64,Single,Employer or own account worker,Other service activities (S),Primary,Other social sciences/business and law subjects,Wicklow
Silke Van Dyck,Belgium,female,26,Single,Unemployed having lost or given up previous job,Other service activities (S),Upper secondary,Mother tongue,Dublin City
Ronan Murphy,Ireland,male,64,Married (first marriage),Employee,Manufacturing (C),Primary,Other engineering/manufacturing and construction,Meath
Jamie O'Sullivan,Ireland,male,50,Married (first marriage),Employee,Financial and insurance activities (K),Lower secondary,Motor vehicles/ships and aircraft,Westmeath
Aidan O'Neill,Ireland,male,50,Re-married (following dissolution of previous marriage),Unemployed having lost or given up previous job,Information and communication (J),Higher certificate,Computer use,Monaghan
Dylan O'Sullivan,Ireland,male,20,Single,Unemployed looking for first regular job,Education (P),Postgraduate diploma or degree,Electricity and energy,Longford
Katie Murphy,Ireland,female,55,Single,Unable to work due to permanent sickness or disability,Education (P),Lower secondary,Audio-visual techniques and media production,South Dublin
Andrew Doyle,Ireland,male,38,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Doctorate (Ph.D),Building and civil engineering,Waterford City
Ryan O'Quinn,Ireland,male,38,Married (first marriage),Employee,Education (P),Upper secondary,Social work and counselling,Cork County
Konrad Bogacz,Poland,male,80,Widowed,Looking after home/family,Agriculture/forestry and fishing (A),Upper secondary,Other engineering/manufacturing and construction,Dublin City
Aaron McCarthy,Ireland,male,72,Married (first marriage),Retired,Industry not stated,Ordinary bachelor degree/professional qualification or both,Education and teacher training,South Dublin
Clodagh Murphy,Ireland,female,41,Married (first marriage),Employee,Other service activities (S),Primary,Hotel/restaurant and catering,Galway County
Harry Moore,Ireland,male,20,Single,Student or pupil,Human health and social work activities (Q),Technical/vocational,Building and civil engineering,Fingal
Sophie O'Sullivan,Ireland,female,37,Single,Employee,Arts/entertainment and recreation (R),Postgraduate diploma or degree,Nursing and caring,Dublin City
Dominique Leroy,France,female,60,Married (first marriage),Looking after home/family,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Hotel/restaurant and catering,Galway County
Luke O'Quinn,Ireland,male,48,Single,Employee,Professional/scientific and technical activities (M),Postgraduate diploma or degree,Physical sciences (physics/chemistry/earth science),Dun Laoghaire-Rathdown
Daniel Gallagher,Ireland,male,32,Single,Employee,Administrative and support service activities (N),Technical/vocational,Nursing and caring,Cork City
Abbie Byrne,Ireland,female,61,Married (first marriage),Retired,Industry not stated,Ordinary bachelor degree/professional qualification or both,Law,South Dublin
Sophie O'Sullivan,Ireland,female,64,Married (first marriage),Employee,Financial and insurance activities (K),Primary,Education and teacher training,Cork County
Alannah McCarthy,Ireland,female,52,Single,Employee,Other service activities (S),Primary,Education and teacher training,Limerick County
Lily Doyle,Ireland,female,27,Single,Employee,Education (P),Upper secondary,Education and teacher training,Dublin City
Luke Murphy,Ireland,male,83,Married (first marriage),Retired,Industry not stated,Primary,Building and civil engineering,Meath
Sofia O'Reilly,Ireland,female,25,Single,Employee,Accommodation and food service activities (I),Technical/vocational,Nursing and caring,Galway County
Ellen Murray,Ireland,female,31,Married (first marriage),Looking after home/family,Education (P),Lower secondary,Secretarial and office work,Cork County
Martin O'Brien,Ireland,male,25,Married (first marriage),Employee,Construction (F),Technical/vocational,Law,Dun Laoghaire-Rathdown
Fionn Moore,Ireland,male,26,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Mechanics and metalwork,Cork County
Ronan Doyle,Ireland,male,32,Married (first marriage),Employee,Transportation and storage (H),Primary,Education and teacher training,Louth
Noah Murphy,Ireland,male,24,Single,Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Advanced certificate/completed apprenticeship,Mechanics and metalwork,Laois
Elizabeth O'Neill,Ireland,female,30,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Higher certificate,Business and administration (broad programmes),Donegal
Marek Batko,Poland,male,30,Single,Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Business and administration (broad programmes),Waterford City
Ruby Murphy,Ireland,female,64,Married (first marriage),Looking after home/family,Other service activities (S),Primary,Audio-visual techniques and media production,Offaly
Alfie Lynch,Ireland,male,54,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Computer science,Cork County
Michael Murray,Ireland,male,53,Single,Looking after home/family,Accommodation and food service activities (I),Lower secondary,Building and civil engineering,Galway County
Clodagh O'Neill,Ireland,female,51,Married (first marriage),Employer or own account worker,Financial and insurance activities (K),Advanced certificate/completed apprenticeship,Other social sciences/business and law subjects,South Dublin
Harry O'Brien,Ireland,male,26,Single,Employee,Transportation and storage (H),Higher certificate,Building and civil engineering,Fingal
Reece Moore,Ireland,male,51,Married (first marriage),Employer or own account worker,Public administration and defence; compulsory social security (O),Lower secondary,Mechanics and metalwork,Dublin City
Jack Moore,Ireland,male,18,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Education and teacher training,Meath
Jeff Garcia,Philippines,male,32,Married (first marriage),Employee,Manufacturing (C),Postgraduate diploma or degree,Hotel/restaurant and catering,Cork City
Jack O'Quinn,Ireland,male,39,Married (first marriage),Employee,Financial and insurance activities (K),Postgraduate diploma or degree,Other agriculture and veterinary,Cork County
Weronika Bochenek,Poland,female,19,Single,Student or pupil,Other service activities (S),Upper secondary,Nursing and caring,Wexford
Cillian Kennedy,Ireland,male,17,Single,Student or pupil,Public administration and defence; compulsory social security (O),Upper secondary,Crop and livestock production,Dun Laoghaire-Rathdown
Hayley O'Neill,Ireland,female,51,Married (first marriage),Employee,Education (P),Upper secondary,Education and teacher training,Limerick County
Oliwia O'Neill,Ireland,female,70,Married (first marriage),Retired,Industry not stated,Primary,Education and teacher training,Meath
Grace O'Brien,Ireland,female,23,Married (first marriage),Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other arts,Fingal
Conor O'Gallagher,Ireland,male,40,Married (first marriage),Employee,Manufacturing (C),Lower secondary,Public security services,Kilkenny
Isobel Lynch,Ireland,female,24,Single,Student or pupil,Human health and social work activities (Q),Lower secondary,Other social sciences/business and law subjects,South Tipperary
Anna PETRESCU ,Romania,female,55,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Economics,Kilkenny
Tommy Gallagher,Ireland,male,17,Single,Unemployed looking for first regular job,Manufacturing (C),Upper secondary,Other social sciences/business and law subjects,Cork County
Rian O'Neill,Ireland,male,51,Married (first marriage),Employee,Professional/scientific and technical activities (M),Honours bachelor degree/professional qualification or both,Architecture and town planning,Wexford
Caoimhe Doherty,Ireland,female,50,Married (first marriage),Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other social sciences/business and law subjects,Dun Laoghaire-Rathdown
Ella O'Brien,Ireland,female,77,Widowed,Retired,Industry not stated,Upper secondary,Nursing and caring,South Tipperary
Adam O'Neill,Ireland,male,61,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Nursing and caring,Galway County
Sophie O'Brien,Ireland,female,42,Married (first marriage),Employee,Other service activities (S),Lower secondary,Psychology,Offaly
Matthew O'Brien,Ireland,male,30,Married (first marriage),Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Motor vehicles/ships and aircraft,Fingal
Cian O'Neill,Ireland,male,24,Single,Student or pupil,Public administration and defence; compulsory social security (O),Technical/vocational,Biology and biochemistry,Louth
John O'Kelly,Ireland,male,63,Married (first marriage),Unemployed having lost or given up previous job,Transportation and storage (H),Higher certificate,Other agriculture and veterinary,Wexford
Benjamin Kelly,Ireland,male,21,Single,Employee,Professional/scientific and technical activities (M),Upper secondary,Nursing and caring,Mayo
Aoibhinn Quinn,Ireland,female,39,Married (first marriage),Employee,Education (P),Upper secondary,Other health and welfare,Donegal
Conor Walsh,Ireland,male,23,Single,Unemployed looking for first regular job,Administrative and support service activities (N),Upper secondary,Secretarial and office work,Limerick City
Vinicius Oliveira,Brazil,male,37,Married (first marriage),Employee,Financial and insurance activities (K),Ordinary bachelor degree/professional qualification or both,Motor vehicles/ships and aircraft,Galway City
Adam O'Sullivan,Ireland,male,26,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Law,Dun Laoghaire-Rathdown
Nathan O'Sullivan,Ireland,male,67,Married (first marriage),Looking after home/family,Transportation and storage (H),Primary,Education and teacher training,Louth
Katie O'Brien,Ireland,female,29,Married (first marriage),Employee,Financial and insurance activities (K),Ordinary bachelor degree/professional qualification or both,Economics,Wicklow
Sophie O'Neill,Ireland,female,56,Married (first marriage),Employee,Education (P),Lower secondary,Air transportation,Fingal
Conor O'Brien,Ireland,male,45,Separated (including deserted),Unable to work due to permanent sickness or disability,Agriculture/forestry and fishing (A),Higher certificate,Mother tongue,Kerry
Emma O'Neill,Ireland,female,69,Married (first marriage),Looking after home/family,Professional/scientific and technical activities (M),Lower secondary,Education and teacher training,Laois
Joseph McCarthy,Ireland,male,26,Married (first marriage),Employee,Information and communication (J),Technical/vocational,Other social sciences/business and law subjects,Dublin City
Senan O'Sullivan,Ireland,male,50,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Lower secondary,Other social sciences/business and law subjects,South Tipperary
Chloe O'Reilly,Ireland,female,55,Married (first marriage),Employee,Financial and insurance activities (K),Primary,Other engineering/manufacturing and construction,South Dublin
Maria Marx,Germany,female,29,Single,Unemployed having lost or given up previous job,Financial and insurance activities (K),Lower secondary,Other health and welfare,Cork County
Emma Byrne,Ireland,female,15,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Secretarial and office work,Cavan
Ben O'Ryan,Ireland,male,37,Single,Employer or own account worker,Administrative and support service activities (N),Upper secondary,Other social sciences/business and law subjects,Dublin City
Cormac O'Reilly,Ireland,male,29,Single,Employee,Administrative and support service activities (N),Upper secondary,Medicine,Longford
Mantas Vasiliauskas,Lithuania,male,64,Married (first marriage),Unemployed having lost or given up previous job,Transportation and storage (H),Primary,Engineering and engineering trades (broad programmes),Donegal
Joseph O'Neill,Ireland,male,28,Single,Employee,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Computer use,Dublin City
Julia O'Connor,Ireland,female,28,Single,Employee,Administrative and support service activities (N),Primary,Other health and welfare,South Tipperary
Marta Daniel,Poland,female,71,Married (first marriage),Retired,Industry not stated,Postgraduate diploma or degree,Industrial security services,Fingal
Lauren Moore,Ireland,female,32,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Management and administration,Dublin City
Ryan Murphy,Ireland,male,38,Single,Employee,Construction (F),Higher certificate,Computer use,Dublin City
Marta Budz,Poland,female,53,Single,Employer or own account worker,Financial and insurance activities (K),Lower secondary,Nursing and caring,Dun Laoghaire-Rathdown
Victoria Kelly,Ireland,female,40,Single,Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Economics,Clare
Tom Murphy,Ireland,male,33,Married (first marriage),Employee,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Dublin City
Marianne Ott,Germany,female,69,Married (first marriage),Retired,Industry not stated,Lower secondary,Foreign languages,Dublin City
Sean Murphy,Ireland,male,67,Married (first marriage),Retired,Industry not stated,Technical/vocational,Foreign languages,South Dublin
Adam O'Reilly,Ireland,male,26,Single,Employee,Administrative and support service activities (N),Technical/vocational,Public security services,Dublin City
Killian O'Brien,Ireland,male,33,Married (first marriage),Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Biology and biochemistry,Fingal
Orlaith Kennedy,Ireland,female,15,Single,Student or pupil,Arts/entertainment and recreation (R),Upper secondary,Accounting and taxation,Roscommon
Grace Lynch,Ireland,female,81,Single,Retired,Industry not stated,Primary,Other health and welfare,Dun Laoghaire-Rathdown
Olivia McCarthy,Ireland,female,64,Married (first marriage),Unable to work due to permanent sickness or disability,Public administration and defence; compulsory social security (O),Primary,Education and teacher training,South Dublin
Tadhg O'Kelly,Ireland,male,41,Married (first marriage),Unemployed having lost or given up previous job,Manufacturing (C),Lower secondary,Hotel/restaurant and catering,Westmeath
Mia Walsh,Ireland,female,54,Married (first marriage),Employee,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Accounting and taxation,South Tipperary
Rory O'Brien,Ireland,male,37,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Engineering and engineering trades (broad programmes),Galway City
Orlaith O'Neill,Ireland,female,17,Single,Student or pupil,Manufacturing (C),Upper secondary,Accounting and taxation,Clare
Sean O'Sullivan,Ireland,male,45,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Computer use,Louth
Aoibhinn O'Neill,Ireland,female,59,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Child care and youth services,Dublin City
Sarah Smith,Ireland,female,58,Married (first marriage),Employee,Education (P),Technical/vocational,Nursing and caring,Cork County
Cian O'Neill,Ireland,male,31,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Ordinary bachelor degree/professional qualification or both,Business and administration (broad programmes),North Tipperary
Tadhg O'Sullivan,Ireland,male,50,Married (first marriage),Employee,Transportation and storage (H),Postgraduate diploma or degree,Business and administration (broad programmes),Wicklow
Grace O'Neill,Ireland,female,21,Single,Employee,Administrative and support service activities (N),Honours bachelor degree/professional qualification or both,Secretarial and office work,Cork City
Aisling Murphy,Ireland,female,40,Married (first marriage),Employee,Other service activities (S),Upper secondary,Design,Cavan
Javier Gonzalez,Spain,male,31,Married (first marriage),Employee,Financial and insurance activities (K),Ordinary bachelor degree/professional qualification or both,Other health and welfare,Wexford
Ailbhe O'Brien,Ireland,female,36,Married (first marriage),Unemployed looking for first regular job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Other science/mathematics and computing,Meath
Claudine Simon,France,female,35,Married (first marriage),Looking after home/family,Financial and insurance activities (K),Lower secondary,Hotel/restaurant and catering,Cork County
Taylor O'Neill,Ireland,female,49,Single,Employer or own account worker,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Computer use,Fingal
Daniel Ryan,Ireland,male,18,Single,Student or pupil,Manufacturing (C),Upper secondary,Computer use,Sligo
Abigail O'Kelly,Ireland,female,34,Single,Employee,Manufacturing (C),Lower secondary,Other humanities,Offaly
Casey O'Reilly,Ireland,female,47,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Nursing and caring,Dun Laoghaire-Rathdown
Rhys O'Ryan,Ireland,male,63,Married (first marriage),Retired,Industry not stated,Lower secondary,Accounting and taxation,Meath
Sean Murphy,Ireland,male,68,Married (first marriage),Looking after home/family,Construction (F),Primary,Other social sciences/business and law subjects,Offaly
Sophia O'Sullivan,Ireland,female,20,Single,Student or pupil,Professional/scientific and technical activities (M),Higher certificate,Nursing and caring,Dublin City
Grace O'Sullivan,Ireland,female,34,Single,Employee,Arts/entertainment and recreation (R),Postgraduate diploma or degree,Nursing and caring,Donegal
Oliver O'Reilly,Ireland,male,24,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Electricity and energy,Dublin City
Evan O'Ryan,Ireland,male,57,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Physical sciences (physics/chemistry/earth science),Roscommon
Rene Mercier,France,male,54,Re-married (following dissolution of previous marriage),Unable to work due to permanent sickness or disability,Education (P),Upper secondary,Economics,Clare
Kyle O'Neill,Ireland,male,55,Single,Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Business and administration (broad programmes),South Dublin
Denis Murphy,Ireland,male,57,Married (first marriage),Employee,Transportation and storage (H),Lower secondary,Architecture and town planning,Dublin City
Oliwia Folta,Poland,female,16,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Other engineering/manufacturing and construction,Dublin City
Holly McCarthy,Ireland,female,41,Married (first marriage),Looking after home/family,Manufacturing (C),Upper secondary,Psychology,Cork City
James O'Sullivan,Ireland,male,41,Single,Employee,Manufacturing (C),Postgraduate diploma or degree,Business and administration (broad programmes),Dublin City
Aisling O'Brien,Ireland,female,48,Married (first marriage),Unable to work due to permanent sickness or disability,Accommodation and food service activities (I),Upper secondary,Business and administration (broad programmes),Limerick County
Alan O'Brien,Ireland,male,18,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Accounting and taxation,Donegal
Maria O'Byrne,Ireland,female,68,Married (first marriage),Retired,Industry not stated,Upper secondary,Nursing and caring,Cork County
Ruby Murphy,Ireland,female,54,Widowed,Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Upper secondary,Nursing and caring,Dublin City
Leah O'Neill,Ireland,female,51,Married (first marriage),Student or pupil,Education (P),Lower secondary,Management and administration,Dublin City
Emily Murphy,Ireland,female,53,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Other personal services,Kerry
Laura O'Brien,Ireland,female,49,Married (first marriage),Employee,Human health and social work activities (Q),Upper secondary,Other personal services,Wicklow
Aoibheann McCarthy,Ireland,female,23,Single,Student or pupil,Public administration and defence; compulsory social security (O),Upper secondary,Other personal services,Dublin City
Konrad Cichy,Poland,male,58,Married (first marriage),Employer or own account worker,Financial and insurance activities (K),Upper secondary,Other social sciences/business and law subjects,Dun Laoghaire-Rathdown
Zoe O'Gallagher,Ireland,female,58,Separated (including deserted),Employee,Professional/scientific and technical activities (M),Ordinary bachelor degree/professional qualification or both,Management and administration,Fingal
Charlie Murray,Ireland,male,42,Married (first marriage),Employee,Manufacturing (C),Technical/vocational,Economics,Cork County
mahamadou Eze,Niger,male,63,Married (first marriage),Employee,Administrative and support service activities (N),Primary,Physical sciences (physics/chemistry/earth science),Dublin City
Eva McCarthy,Ireland,female,79,Single,Retired,Industry not stated,Primary,Nursing and caring,Dublin City
Jodie Murphy,Ireland,female,61,Married (first marriage),Retired,Industry not stated,Lower secondary,Business and administration (broad programmes),Kildare
Oisin McCarthy,Ireland,male,16,Single,Student or pupil,Financial and insurance activities (K),Upper secondary,Crop and livestock production,Waterford County
Lily O'Brien,Ireland,female,51,Single,Unemployed having lost or given up previous job,Human health and social work activities (Q),Higher certificate,Computer science,Cork County
Michael O'Neill,Ireland,male,35,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Other agriculture and veterinary,Cork City
Donald Diaz,Philippines,male,36,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Lower secondary,Mother tongue,Fingal
Abbie O'Brien,Ireland,female,58,Married (first marriage),Employee,Electricity/gas/steam and air conditioning supply (D),Lower secondary,Other social sciences/business and law subjects,Dun Laoghaire-Rathdown
Cliona O'Neill,Ireland,female,49,Separated (including deserted),Employer or own account worker,Information and communication (J),Upper secondary,Psychology,Cork County
Cian Doyle,Ireland,male,36,Single,Unemployed looking for first regular job,Transportation and storage (H),Honours bachelor degree/professional qualification or both,Nursing and caring,Cork County
Calum O'Brien,Ireland,male,35,Married (first marriage),Employee,Transportation and storage (H),Upper secondary,Building and civil engineering,Kilkenny
Amber O'Connor,Ireland,female,24,Single,Employer or own account worker,Human health and social work activities (Q),Postgraduate diploma or degree,Other arts,Cork County
Orla Walsh,Ireland,female,42,Married (first marriage),Employee,Accommodation and food service activities (I),Ordinary bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Kilkenny
Caoimhe Smith,Ireland,female,31,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Higher certificate,Sea transportation,Donegal
Aine McCarthy,Ireland,female,37,Separated (including deserted),Employee,Public administration and defence; compulsory social security (O),Primary,Design,Laois
James Doherty,Ireland,male,49,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Education and teacher training,Wexford
Cara O'Sullivan,Ireland,female,74,Single,Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Education and teacher training,Clare
Inese Krumins,Latvia,female,52,Married (first marriage),Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Postgraduate diploma or degree,Medicine,Wicklow
Cameron O'Neill,Ireland,male,31,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Other engineering/manufacturing and construction,Donegal
Fionn O'Gallagher,Ireland,male,36,Married (first marriage),Employee,Professional/scientific and technical activities (M),Honours bachelor degree/professional qualification or both,Business and administration (broad programmes),Dublin City
Robyn O'Brien,Ireland,female,56,Married (first marriage),Unable to work due to permanent sickness or disability,Financial and insurance activities (K),Ordinary bachelor degree/professional qualification or both,Crop and livestock production,Meath
Eoin O'Neill,Ireland,male,49,Divorced,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Other agriculture and veterinary,South Tipperary
Robyn O'Reilly,Ireland,female,30,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Computer use,Cavan
Cameron O'Sullivan,Ireland,male,61,Married (first marriage),Unemployed having lost or given up previous job,Information and communication (J),Primary,Other agriculture and veterinary,Wicklow
Aoife O'Brien,Ireland,female,24,Single,Employee,Education (P),Technical/vocational,Mechanics and metalwork,Fingal
Aidan O'Gallagher,Ireland,male,67,Married (first marriage),Employer or own account worker,Construction (F),Upper secondary,Economics,Louth
Grace Kelly,Ireland,female,25,Single,Employee,Education (P),Ordinary bachelor degree/professional qualification or both,Computer use,Dublin City
Monica Vasiliauskas,Lithuania,female,29,Single,Unemployed having lost or given up previous job,Professional/scientific and technical activities (M),Advanced certificate/completed apprenticeship,Law,Monaghan
Aisling O'Connor,Ireland,female,19,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Design,Westmeath
Lucy O'Sullivan,Ireland,female,43,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Technical/vocational,Public security services,Longford
tamryn BOTES,South Africa,female,28,Single,Unable to work due to permanent sickness or disability,Manufacturing (C),Lower secondary,Business and administration (broad programmes),Donegal
Balkissa Lawal,Niger,female,30,Married (first marriage),Unable to work due to permanent sickness or disability,Manufacturing (C),Technical/vocational,Education and teacher training,Laois
Oisin McCarthy,Ireland,male,16,Single,Student or pupil,Professional/scientific and technical activities (M),Upper secondary,Other social sciences/business and law subjects,Fingal
Kayleigh O'Sullivan,Ireland,female,28,Single,Employer or own account worker,Education (P),Advanced certificate/completed apprenticeship,Computer use,Galway City
Jan Bazar,Poland,male,57,Married (first marriage),Employee,Human health and social work activities (Q),Primary,Other social sciences/business and law subjects,Louth
Saoirse Murphy,Ireland,female,42,Single,Looking after home/family,Accommodation and food service activities (I),Upper secondary,Business and administration (broad programmes),Limerick County
Surya Chavan,India,male,32,Married (first marriage),Student or pupil,Information and communication (J),Ordinary bachelor degree/professional qualification or both,Mechanics and metalwork,Wicklow
Layla O'Sullivan,Ireland,female,44,Single,Unemployed having lost or given up previous job,Other service activities (S),Lower secondary,Computer science,South Tipperary
Orlaith O'Reilly,Ireland,female,22,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Marketing and advertising,Cavan
William O'Moore,Ireland,male,69,Married (first marriage),Retired,Industry not stated,Upper secondary,Accounting and taxation,Cork City
Mia Walsh,Ireland,female,64,Married (first marriage),Unemployed having lost or given up previous job,Accommodation and food service activities (I),Honours bachelor degree/professional qualification or both,Nursing and caring,Dublin City
Eva O'Brien,Ireland,female,52,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Upper secondary,Secretarial and office work,Clare
Jessica Murray,Ireland,female,64,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,History and archaeology,Kildare
Tommy O'Neill,Ireland,male,57,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Electricity and energy,Waterford City
Lucy O'Sullivan,Ireland,female,37,Married (first marriage),Employee,Manufacturing (C),Lower secondary,Hotel/restaurant and catering,Cork County
Grace O'Brien,Ireland,female,49,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Upper secondary,Nursing and caring,Dun Laoghaire-Rathdown
Ciaran Murphy,Ireland,male,27,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Business and administration (broad programmes),Kerry
Kian O'Sullivan,Ireland,male,51,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Crop and livestock production,Kilkenny
Diarmuid O'Sullivan,Ireland,male,52,Single,Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Higher certificate,Engineering and engineering trades (broad programmes),Wexford
Gheorghiu ALEXANDRESCU ,Romania,male,37,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Marketing and advertising,Limerick City
James O'Sullivan,Ireland,male,28,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Other social sciences/business and law subjects,Monaghan
Tristan O'Sullivan,Ireland,male,28,Married (first marriage),Employee,Human health and social work activities (Q),Upper secondary,Physical sciences (physics/chemistry/earth science),Wicklow
Emily O'Reilly,Ireland,female,80,Widowed,Looking after home/family,Human health and social work activities (Q),Primary,Education and teacher training,Limerick County
Lily Murphy,Ireland,female,19,Single,Student or pupil,Financial and insurance activities (K),Lower secondary,Economics,Cork County
Seamus O'Sullivan,Ireland,male,28,Single,Employee,Transportation and storage (H),Postgraduate diploma or degree,Other social sciences/business and law subjects,Cork County
Ryan Quinn,Ireland,male,30,Married (first marriage),Employee,Financial and insurance activities (K),Honours bachelor degree/professional qualification or both,Motor vehicles/ships and aircraft,Donegal
Julia Murray,Ireland,female,57,Married (first marriage),Unable to work due to permanent sickness or disability,Arts/entertainment and recreation (R),Advanced certificate/completed apprenticeship,Computer use,Cork City
Karol Doktor,Poland,male,45,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Business and administration (broad programmes),Fingal
Lara O'Reilly,Ireland,female,61,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Lower secondary,Medicine,Kildare
Natalia Buchalski,Poland,female,46,Single,Employee,Human health and social work activities (Q),Lower secondary,Education and teacher training,Clare
Lorcan Murphy,Ireland,male,72,Married (first marriage),Retired,Industry not stated,Primary,Other agriculture and veterinary,Galway County
Adam Ryan,Ireland,male,71,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Sea transportation,Dun Laoghaire-Rathdown
Ryan Quinn,Ireland,male,17,Single,Student or pupil,Construction (F),Lower secondary,Accounting and taxation,Dublin City
Sean O'Brien,Ireland,male,46,Married (first marriage),Employee,Accommodation and food service activities (I),Advanced certificate/completed apprenticeship,Other engineering/manufacturing and construction,Donegal
Emma O'Brien,Ireland,female,48,Separated (including deserted),Employee,Education (P),Upper secondary,Audio-visual techniques and media production,Cork City
Saoirse O'Connor,Ireland,female,22,Single,Student or pupil,Human health and social work activities (Q),Technical/vocational,Secretarial and office work,Laois
Reece Doyle,Ireland,male,39,Single,Employee,Transportation and storage (H),Honours bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Dublin City
